,Pclass,SibSp,Parch,sex_no,embarked_no,fare_scaled,deck_number,cabin_count,age_scaled,Survived
597,3,0,0,1,3,-0.0628584276839,0,0,0.24253433466877583,0
598,3,0,0,1,1,-0.048756166872,0,0,,0
599,1,1,0,1,1,0.048259970408500004,1,1,0.24253433466877583,1
600,2,2,1,0,3,-0.010157937452299998,0,0,-0.07161494907085725,1
601,3,0,0,1,3,-0.047446852470199995,0,0,,0
602,1,0,0,1,3,0.0199008606799,0,0,,0
603,3,0,0,1,3,-0.0471458741149,0,0,0.1797044779208492,0
604,1,0,0,1,1,-0.0110362789561,0,0,0.0666107357745813,1
605,3,1,0,1,3,-0.032506849050500004,0,0,0.07917670712416662,0
606,3,0,0,1,3,-0.047446852470199995,0,0,0.0037808790266546863,0
607,1,0,0,1,3,-0.00332639242224,0,0,-0.033917035022101284,1
608,2,1,2,0,1,0.018298765776799997,0,0,-0.0967468917700279,1
609,1,0,0,0,3,0.236680423508,3,1,0.12944059252250792,1
610,3,1,5,0,3,-0.00181369316559,0,0,0.11687462117292259,0
611,3,0,0,1,3,-0.0490977441235,0,0,,0
612,3,1,0,0,2,-0.032604442551,0,0,,1
613,3,0,0,1,2,-0.0477314351174,0,0,,0
614,3,0,0,1,3,-0.0471458741149,0,0,0.0666107357745813,0
615,2,1,2,0,3,0.06401312287380001,0,0,-0.07161494907085725,1
616,3,1,1,1,3,-0.0347514995604,0,0,0.05404476442499598,0
617,3,1,0,0,3,-0.031433320545799996,0,0,-0.046483006371686605,0
618,2,2,1,0,3,0.0132645026507,6,1,-0.3229343760625637,1
619,2,0,0,1,3,-0.0423637925939,0,0,-0.046483006371686605,0
620,3,1,0,1,1,-0.0346457082059,0,0,-0.033917035022101284,0
621,1,1,0,1,3,0.039720539121,4,1,0.15457253522167858,1
622,3,1,1,1,1,-0.0321326755699,0,0,-0.12187883446919855,1
623,3,0,0,1,3,-0.0475280502626,0,0,-0.10931286311961322,0
624,3,0,0,1,3,-0.031433320545799996,0,0,-0.10931286311961322,0
625,1,0,0,1,3,0.000227572489379,4,1,0.3933259908637997,0
626,2,0,0,1,2,-0.038752833078,0,0,0.3430621054654584,0
627,1,0,0,0,3,0.08930604000600001,4,1,-0.10931286311961322,1
628,3,0,0,1,3,-0.047446852470199995,0,0,-0.046483006371686605,0
629,3,0,0,1,2,-0.0477640313466,0,0,,0
630,1,0,0,1,3,-0.00430232742653,1,1,0.6320794465059209,1
631,3,0,0,1,3,-0.0490895462694,0,0,0.26766627736794646,0
632,1,0,0,1,1,-0.00332639242224,2,1,0.028912821725825332,1
633,1,0,0,1,3,-0.0628584276839,0,0,,0
634,3,3,2,0,3,-0.00840125444455,0,0,-0.26010451931463713,0
635,2,0,0,0,3,-0.0374841175724,0,0,-0.02135106367251596,1
636,3,0,0,1,3,-0.047389857865900005,0,0,0.028912821725825332,0
637,2,1,1,1,3,-0.0116218399587,0,0,0.01634685037624001,0
638,3,0,5,0,3,0.0146064132816,0,0,0.14200656387209323,0
639,3,1,0,1,3,-0.031433320545799996,0,0,,0
640,3,0,0,1,3,-0.0475280502626,0,0,-0.12187883446919855,0
641,1,0,0,0,1,0.0724061639107,2,1,-0.07161494907085725,1
642,3,3,2,0,3,-0.00840125444455,0,0,-0.3480663187617344,0
643,3,0,0,1,3,0.0474140299468,0,0,,1
644,3,2,1,0,1,-0.025268729497700003,0,0,-0.36377378294871604,1
645,1,1,0,1,1,0.08690699657839998,4,1,0.22996836331919052,1
646,3,0,0,1,3,-0.047446852470199995,0,0,-0.13444480581878387,0
647,1,0,0,1,1,0.00643295762066,1,1,0.3304961341158731,1
648,3,0,0,1,3,-0.0481218091192,0,0,,0
649,3,0,0,0,3,-0.0481218091192,0,0,-0.08418092042044258,1
650,3,0,0,1,3,-0.047446852470199995,0,0,,0
651,2,0,1,0,3,-0.017965417486599997,0,0,-0.1470107771683692,1
652,3,0,0,1,3,-0.046397722340599995,0,0,-0.10931286311961322,0
653,3,0,0,0,2,-0.04757684701280001,0,0,,1
654,3,0,0,0,2,-0.049683305126,0,0,-0.1470107771683692,0
655,2,2,0,1,3,0.0806040179467,0,0,-0.07161494907085725,0
656,3,0,0,1,3,-0.047446852470199995,0,0,,0
657,3,1,1,0,2,-0.032604442551,0,0,0.028912821725825332,0
658,2,0,0,1,3,-0.0374841175724,0,0,-0.08418092042044258,0
659,1,0,2,1,1,0.158239647538,4,1,0.3556280768150437,0
660,1,2,0,1,3,0.198008998963,0,0,0.25510030601836114,1
661,3,0,0,1,1,-0.048756166872,0,0,0.12944059252250792,0
662,1,0,0,1,3,-0.012914953839399999,5,1,0.21740239196960517,0
663,3,0,0,1,3,-0.0482276004736,0,0,0.07917670712416662,0
664,3,1,0,1,3,-0.047389857865900005,0,0,-0.12187883446919855,1
665,2,2,0,1,3,0.0806040179467,0,0,0.028912821725825332,0
666,2,0,0,1,3,-0.0374841175724,0,0,-0.05904897772127193,0
667,3,0,0,1,3,-0.0476826383672,0,0,,0
668,3,0,0,1,3,-0.0471458741149,0,0,0.1671385065712639,0
669,1,1,0,0,3,0.0386388127622,3,1,,1
670,2,1,1,0,3,0.0132645026507,0,0,0.12944059252250792,1
671,1,1,0,1,3,0.0386388127622,2,1,0.01634685037624001,0
672,2,0,0,1,3,-0.0423637925939,0,0,0.5064197330100676,0
673,2,0,0,1,3,-0.0374841175724,0,0,0.01634685037624001,1
674,2,0,0,1,3,-0.0628584276839,0,0,,0
675,3,0,0,1,3,-0.0476826383672,0,0,-0.1470107771683692,0
676,3,0,0,1,3,-0.0471458741149,0,0,-0.06533196339606459,0
677,3,0,0,0,3,-0.04364870862049999,0,0,-0.1470107771683692,1
678,3,1,6,0,3,0.0286842757185,0,0,0.1671385065712639,0
679,1,0,1,1,1,0.937141572316,2,3,0.07917670712416662,1
680,3,0,0,0,2,-0.046975085489099996,0,0,,0
681,1,0,0,1,1,0.08690699657839998,4,1,-0.033917035022101284,1
682,3,0,0,1,3,-0.0448524268548,0,0,-0.12187883446919855,0
683,3,5,2,1,3,0.0286842757185,0,0,-0.19727466256671047,0
684,2,1,1,1,3,0.0132645026507,0,0,0.3807600195142144,0
685,2,1,2,1,1,0.018298765776799997,0,0,-0.05904897772127193,0
686,3,4,1,1,3,0.0146064132816,0,0,-0.19727466256671047,0
687,3,0,0,1,3,-0.04300634820069999,0,0,-0.13444480581878387,0
688,3,0,0,1,3,-0.0476420394711,0,0,-0.1470107771683692,0
689,1,0,1,0,3,0.34964490025399997,2,1,-0.18470869121712516,1
690,1,1,0,1,3,0.0483981628051,2,1,0.01634685037624001,1
691,3,0,1,0,1,-0.036670773339800004,0,0,-0.3229343760625637,1
692,3,0,0,1,3,0.0474140299468,0,0,,1
693,3,0,0,1,1,-0.048756166872,0,0,-0.05904897772127193,0
694,1,0,0,1,3,-0.0110362789561,0,0,0.3807600195142144,0
695,2,0,0,1,3,-0.0365081825681,0,0,0.2802322487175318,0
696,3,0,0,1,3,-0.0471458741149,0,0,0.1797044779208492,0
697,3,0,0,0,2,-0.0477640313466,0,0,,1
698,1,1,1,1,1,0.15357136003799998,3,1,0.24253433466877583,0
699,3,0,0,1,3,-0.047926622118300004,6,2,0.15457253522167858,0
700,1,1,0,0,1,0.38124079601800004,3,2,-0.1470107771683692,1
701,1,0,0,1,3,-0.0115486448334,5,1,0.0666107357745813,1
702,3,0,1,0,1,-0.0346457082059,0,0,-0.1470107771683692,0
703,3,0,0,1,2,-0.04774763563849999,0,0,-0.05904897772127193,0
704,3,1,0,1,3,-0.0475280502626,0,0,-0.046483006371686605,0
705,2,0,0,1,3,-0.0121098074609,0,0,0.11687462117292259,0
706,2,0,0,0,3,-0.0365081825681,0,0,0.19227044927043455,1
707,1,0,0,1,3,-0.0115486448334,5,1,0.15457253522167858,1
708,1,0,0,0,3,0.23294747211599998,0,0,-0.0967468917700279,1
709,3,1,1,1,1,-0.033100607907099996,0,0,,1
710,1,0,0,0,1,0.033767335594799996,3,1,-0.07161494907085725,1
711,1,0,0,1,3,-0.0110362789561,3,1,,0
712,1,1,0,1,3,0.0386388127622,3,1,0.22996836331919052,1
713,3,0,0,1,3,-0.0443482588316,0,0,-0.008785092322930637,0
714,2,0,0,1,3,-0.0374841175724,0,0,0.2802322487175318,0
715,3,0,0,1,3,-0.047926622118300004,6,2,-0.13444480581878387,0
716,1,0,0,0,1,0.38124079601800004,3,1,0.10430864982333728,1
717,2,0,0,0,3,-0.0423637925939,5,1,-0.033917035022101284,1
718,3,0,0,1,2,-0.032604442551,0,0,,0
719,3,0,0,1,3,-0.0476826383672,0,0,0.04147879307541066,0
720,2,0,1,0,3,0.00155328259921,0,0,-0.29780243336339307,1
721,3,1,0,1,3,-0.0490895462694,0,0,-0.1595767485179545,0
722,2,0,0,1,3,-0.0374841175724,0,0,0.05404476442499598,0
723,2,0,0,1,3,-0.0374841175724,0,0,0.25510030601836114,0
724,1,1,0,1,3,0.0407858697717,5,1,-0.033917035022101284,1
725,3,0,0,1,3,-0.04595035373459999,0,0,-0.12187883446919855,0
726,2,3,0,0,3,-0.021869157503800002,0,0,0.0037808790266546863,1
727,3,0,0,0,2,-0.04775583349259999,0,0,,1
728,2,1,0,1,3,-0.0121098074609,0,0,-0.05904897772127193,0
729,3,1,0,0,3,-0.047389857865900005,0,0,-0.05904897772127193,0
730,1,0,0,0,3,0.34964490025399997,2,1,-0.008785092322930637,1
731,3,0,0,1,1,-0.026187669897699998,0,0,-0.23497257661546644,0
732,2,0,0,1,3,-0.0628584276839,0,0,,0
733,2,0,0,1,3,-0.0374841175724,0,0,-0.08418092042044258,0
734,2,0,0,1,3,-0.0374841175724,0,0,-0.08418092042044258,0
735,3,0,0,1,3,-0.031433320545799996,0,0,-0.015068077997723299,0
736,3,1,3,0,3,0.004237103861,0,0,0.22996836331919052,0
737,1,0,0,1,1,0.937141572316,2,1,0.0666107357745813,1
738,3,0,0,1,3,-0.047446852470199995,0,0,,0
739,3,0,0,1,3,-0.047446852470199995,0,0,,0
740,1,0,0,1,3,-0.00430232742653,4,1,,1
741,1,1,0,1,3,0.09104652249260001,3,1,0.07917670712416662,0
742,1,2,2,0,1,0.449263465817,2,4,-0.10931286311961322,1
743,3,1,0,1,3,-0.031433320545799996,0,0,-0.07161494907085725,0
744,3,0,0,1,3,-0.047389857865900005,0,0,0.01634685037624001,1
745,1,1,1,1,3,0.0757243429253,2,1,0.5064197330100676,0
746,3,1,1,1,3,-0.0233330600102,0,0,-0.17214271986753985,0
747,2,0,0,0,3,-0.0374841175724,0,0,0.0037808790266546863,1
748,1,1,0,1,3,0.0407858697717,4,1,-0.13444480581878387,0
749,3,0,0,1,2,-0.0477314351174,0,0,0.01634685037624001,0
750,2,1,1,0,3,-0.017965417486599997,0,0,-0.3229343760625637,1
751,3,0,1,1,3,-0.038508849326900005,5,1,-0.29780243336339307,1
752,3,0,0,1,3,-0.0443156626024,0,0,0.04147879307541066,0
753,3,0,0,1,3,-0.047446852470199995,0,0,-0.08418092042044258,0
754,2,1,2,0,3,0.06401312287380001,0,0,0.22996836331919052,1
755,2,1,1,1,3,-0.0345563125595,0,0,-0.3647790606566828,1
756,3,0,0,1,3,-0.0476420394711,0,0,-0.02135106367251596,0
757,2,0,0,1,3,-0.0404119225853,0,0,-0.1470107771683692,0
758,3,0,0,1,3,-0.0471458741149,0,0,0.05404476442499598,0
759,1,0,0,0,3,0.105978328058,2,1,0.04147879307541066,1
760,3,0,0,1,3,-0.0345563125595,0,0,,0
761,3,0,0,1,3,-0.0489513538728,0,0,0.14200656387209323,0
762,3,0,0,1,1,-0.0487479690179,0,0,-0.12187883446919855,1
763,1,1,2,0,3,0.171365973346,2,2,0.07917670712416662,1
764,3,0,0,1,3,-0.0476826383672,0,0,-0.17214271986753985,0
765,1,1,0,0,3,0.08930604000600001,4,1,0.26766627736794646,1
766,1,0,0,1,1,0.014435624655799999,0,0,,0
767,3,0,0,0,2,-0.0477314351174,0,0,0.010063864701447349,0
768,3,1,0,1,2,-0.015720766976700003,0,0,,0
769,3,0,0,1,3,-0.0465359147372,0,0,0.028912821725825332,0
770,3,0,0,1,3,-0.0443156626024,0,0,-0.07161494907085725,0
771,3,0,0,1,3,-0.0475280502626,0,0,0.22996836331919052,0
772,2,0,0,0,3,-0.0423637925939,5,1,0.3430621054654584,0
773,3,0,0,1,1,-0.048756166872,0,0,,0
774,2,1,3,0,3,-0.017965417486599997,0,0,0.30536419141670246,1
775,3,0,0,1,3,-0.0477314351174,0,0,-0.1470107771683692,0
776,3,0,0,1,2,-0.0477314351174,6,1,,0
777,3,0,0,0,3,-0.038508849326900005,0,0,-0.3103684047129784,1
778,3,0,0,1,2,-0.04775583349259999,0,0,,0
779,1,0,1,0,3,0.34964490025399997,2,1,0.1671385065712639,1
780,3,0,0,0,1,-0.0487479690179,0,0,-0.20984063391629582,1
781,1,1,0,0,3,0.0483981628051,2,1,-0.1595767485179545,1
782,1,0,0,1,3,-0.00430232742653,4,1,-0.008785092322930637,0
783,3,1,2,1,3,-0.0170870759827,0,0,,0
784,3,0,0,1,3,-0.0490977441235,0,0,-0.05904897772127193,0
785,3,0,0,1,3,-0.0487073701217,0,0,-0.05904897772127193,0
786,3,0,0,0,3,-0.0482276004736,0,0,-0.1470107771683692,1
787,3,4,1,1,2,-0.0060102136840399995,0,0,-0.27267049066422244,0
788,3,1,2,1,3,-0.022698702257400002,0,0,-0.3606322901113197,1
789,1,0,0,1,1,0.09172967699560002,2,2,0.20483642062001986,0
790,3,0,0,1,2,-0.0477314351174,0,0,,0
791,2,0,0,1,3,-0.0121098074609,0,0,-0.17214271986753985,0
792,3,8,2,0,3,0.0728941314128,0,0,,0
793,1,0,0,1,1,-0.00294421627456,0,0,,0
794,3,0,0,1,3,-0.047446852470199995,0,0,-0.05904897772127193,0
795,2,0,0,1,3,-0.0374841175724,0,0,0.11687462117292259,0
796,1,0,0,0,3,-0.0122479998575,4,1,0.24253433466877583,1
797,3,0,0,0,3,-0.0459097548384,0,0,0.01634685037624001,1
798,3,0,0,1,1,-0.0487479690179,0,0,0.0037808790266546863,0
799,3,1,1,0,3,-0.015720766976700003,0,0,0.0037808790266546863,0
800,2,0,0,1,3,-0.0374841175724,0,0,0.05404476442499598,0
801,2,1,1,0,3,-0.0116218399587,0,0,0.01634685037624001,1
802,1,1,2,1,3,0.171365973346,2,2,-0.23497257661546644,1
803,3,0,1,1,1,-0.0462349363819,0,0,-0.36792055349407915,1
804,3,0,0,1,3,-0.049244134374099996,0,0,-0.033917035022101284,1
805,3,0,0,1,3,-0.0476826383672,0,0,0.01634685037624001,0
806,1,0,0,1,3,-0.0628584276839,1,1,0.11687462117292259,0
807,3,0,0,0,3,-0.0476826383672,0,0,-0.1470107771683692,0
808,2,0,0,1,3,-0.0374841175724,0,0,0.11687462117292259,0
809,1,1,0,0,3,0.0407858697717,5,1,0.04147879307541066,1
810,3,0,0,1,3,-0.0474630529913,0,0,-0.046483006371686605,0
811,3,0,0,1,3,-0.015720766976700003,0,0,0.11687462117292259,0
812,2,0,0,1,3,-0.0423637925939,0,0,0.0666107357745813,0
813,3,4,2,0,3,-0.00181369316559,0,0,-0.29780243336339307,0
814,3,0,0,1,3,-0.0471458741149,0,0,0.010063864701447349,0
815,1,0,0,1,3,-0.0628584276839,2,1,,0
816,3,0,0,0,3,-0.047389857865900005,0,0,-0.08418092042044258,0
817,2,1,1,1,1,0.00936896048756,0,0,0.01634685037624001,0
818,3,0,0,1,3,-0.0502688661286,0,0,0.1671385065712639,0
819,3,3,2,1,3,-0.00840125444455,0,0,-0.2475385479650518,0
820,1,1,1,0,3,0.119641418118,2,1,0.2802322487175318,1
821,3,0,0,1,3,-0.04595035373459999,0,0,-0.033917035022101284,1
822,1,0,0,1,3,-0.0628584276839,0,0,0.10430864982333728,0
823,3,0,1,0,3,-0.038508849326900005,5,1,-0.033917035022101284,1
824,3,4,1,1,3,0.0146064132816,0,0,-0.3480663187617344,0
825,3,0,0,1,2,-0.049292931124300006,0,0,,0
826,3,0,0,1,3,0.0474140299468,0,0,,0
827,2,0,2,1,1,0.00936896048756,0,0,-0.3606322901113197,1
828,3,0,0,1,2,-0.0477314351174,0,0,,1
829,1,0,0,0,0,0.09329117300249999,2,1,0.405891962213385,1
830,3,1,0,0,1,-0.0346457082059,0,0,-0.18470869121712516,1
831,2,1,1,1,3,-0.0262608650231,0,0,-0.3627685052407492,1
832,3,0,0,1,1,-0.0487479690179,0,0,,0
833,3,0,0,1,3,-0.0475280502626,0,0,-0.08418092042044258,0
834,3,0,0,1,3,-0.0466579066127,0,0,-0.1470107771683692,0
835,1,1,1,0,1,0.09945576405060001,5,1,0.11687462117292259,1
836,3,0,0,1,3,-0.04595035373459999,0,0,-0.10931286311961322,0
837,3,0,0,1,3,-0.0471458741149,0,0,,0
838,3,0,0,1,3,0.0474140299468,0,0,0.028912821725825332,1
839,1,0,0,1,1,-0.004887888429109999,3,1,,1
840,3,0,0,1,3,-0.047389857865900005,0,0,-0.12187883446919855,0
841,2,0,0,1,3,-0.0423637925939,0,0,-0.17214271986753985,0
842,1,0,0,0,1,-0.00235045741795,0,0,0.0037808790266546863,1
843,3,0,0,1,1,-0.050293264503699996,0,0,0.06032775009978864,0
844,3,0,0,1,3,-0.04595035373459999,0,0,-0.1595767485179545,0
845,3,0,0,1,3,-0.0481218091192,0,0,0.15457253522167858,0
846,3,8,2,1,3,0.0728941314128,0,0,,0
847,3,0,0,1,1,-0.047446852470199995,0,0,0.0666107357745813,0
848,2,0,1,1,3,0.00155328259921,0,0,-0.02135106367251596,0
849,1,1,0,0,1,0.111061387935,3,1,,1
850,3,4,2,1,3,-0.00181369316559,0,0,-0.3229343760625637,0
851,3,0,0,1,3,-0.0476826383672,0,0,0.5566836184084089,0
852,3,1,1,0,1,-0.033100607907099996,0,0,-0.26010451931463713,0
853,1,0,1,0,3,0.0140452506541,4,1,-0.17214271986753985,1
854,2,1,0,0,3,-0.0121098074609,0,0,0.1797044779208492,0
855,3,0,1,0,3,-0.0446084431037,0,0,-0.1470107771683692,1
856,1,1,1,0,3,0.25893993946,0,0,0.19227044927043455,1
857,1,0,0,1,3,-0.0110362789561,5,1,0.26766627736794646,1
858,3,0,3,0,1,-0.025268729497700003,0,0,-0.07161494907085725,1
859,3,0,0,1,1,-0.0487479690179,0,0,,0
860,3,2,0,1,3,-0.0353208600419,0,0,0.14200656387209323,0
861,2,1,0,1,3,-0.0404119225853,0,0,-0.10931286311961322,0
862,1,0,0,0,3,-0.0122479998575,4,1,0.22996836331919052,1
863,3,8,2,0,3,0.0728941314128,0,0,,0
864,2,0,0,1,3,-0.0374841175724,0,0,-0.07161494907085725,0
865,2,0,0,0,3,-0.0374841175724,0,0,0.15457253522167858,1
866,2,1,0,0,1,-0.035808827544,0,0,-0.033917035022101284,1
867,1,0,0,1,3,0.0357028098953,1,1,0.01634685037624001,0
868,3,0,0,1,3,-0.0443156626024,0,0,,0
869,3,1,1,1,3,-0.041127673317400006,0,0,-0.3229343760625637,1
870,3,0,0,1,3,-0.047446852470199995,0,0,-0.046483006371686605,0
871,1,1,1,0,3,0.039720539121,4,1,0.21740239196960517,1
872,1,0,0,1,3,-0.053099077641000005,2,3,0.04147879307541066,0
873,3,0,0,1,3,-0.0452915976067,0,0,0.21740239196960517,0
874,2,1,0,0,1,-0.016013547478,0,0,-0.02135106367251596,1
875,3,0,0,0,1,-0.048756166872,0,0,-0.18470869121712516,1
876,3,0,0,1,3,-0.0436407059535,0,0,-0.12187883446919855,0
877,3,0,0,1,3,-0.047446852470199995,0,0,-0.13444480581878387,0
878,3,0,0,1,3,-0.047446852470199995,0,0,,0
879,1,0,1,0,1,0.09945576405060001,3,1,0.3304961341158731,1
880,2,0,1,0,3,-0.0121098074609,0,0,-0.05904897772127193,1
881,3,0,0,1,3,-0.047446852470199995,0,0,0.04147879307541066,0
882,3,0,0,0,3,-0.042331196364699994,0,0,-0.0967468917700279,0
883,2,0,0,1,3,-0.0423637925939,0,0,-0.02135106367251596,0
884,3,0,0,1,3,-0.0490977441235,0,0,-0.05904897772127193,0
885,3,0,5,0,2,-0.0060102136840399995,0,0,0.11687462117292259,0
886,2,0,0,1,3,-0.0374841175724,0,0,-0.033917035022101284,0
887,1,0,0,0,3,-0.00430232742653,2,1,-0.13444480581878387,1
888,3,1,2,0,3,-0.0170870759827,0,0,,0
889,1,0,0,1,1,-0.00430232742653,3,1,-0.046483006371686605,1
890,3,0,0,1,2,-0.0477314351174,0,0,0.028912821725825332,0
